id,country,Year (2010-2018),gini_index,palma,ratio_top20bottom20,bottom40,region_un,oecd (Countries that support the free market),incomegroup, gdp_ppp_pc_usd2011 , population 
285,Australia,1957,30.4,,,,Oceania,OECD,High income,,9635828
286,Australia,1957,23.4,,,,Oceania,OECD,High income,,9635828
287,Australia,1958,30.8,,,,Oceania,OECD,High income,,9856949
288,Australia,1958,24.3,,,,Oceania,OECD,High income,,9856949
289,Australia,1959,30.9,,,,Oceania,OECD,High income,,10076741
290,Australia,1959,24.7,,,,Oceania,OECD,High income,,10076741
291,Australia,1960,30.9,,,,Oceania,OECD,High income,,10289707
292,Australia,1960,24.7,,,,Oceania,OECD,High income,,10289707
293,Australia,1961,30.9,,,,Oceania,OECD,High income,,10493555
294,Australia,1961,24.9,,,,Oceania,OECD,High income,,10493555
295,Australia,1962,41.6,,,,Oceania,OECD,High income,,10691689
296,Australia,1962,31.5,,,,Oceania,OECD,High income,,10691689
297,Australia,1962,25.2,,,,Oceania,OECD,High income,,10691689
298,Australia,1963,31.2,,,,Oceania,OECD,High income,,10894270
299,Australia,1963,24.9,,,,Oceania,OECD,High income,,10894270
300,Australia,1964,30.5,,,,Oceania,OECD,High income,,11115211
301,Australia,1964,24.1,,,,Oceania,OECD,High income,,11115211
302,Australia,1965,30.3,,,,Oceania,OECD,High income,,11363313
303,Australia,1965,24.2,,,,Oceania,OECD,High income,,11363313
304,Australia,1966,30.7,,,,Oceania,OECD,High income,,11643451
305,Australia,1966,24.5,,,,Oceania,OECD,High income,,11643451
306,Australia,1967,30.8,,,,Oceania,OECD,High income,,11949357
307,Australia,1967,24.7,,,,Oceania,OECD,High income,,11949357
308,Australia,1967,32,,5.88,20,Oceania,OECD,High income,,11949357
309,Australia,1967,31.2,1.18,5.88,20.1,Oceania,OECD,High income,,11949357
310,Australia,1968,30.9,,,,Oceania,OECD,High income,,12265087
311,Australia,1968,24.7,,,,Oceania,OECD,High income,,12265087
312,Australia,1968,33.2,,5.79,,Oceania,OECD,High income,,12265087
313,Australia,1968,31.7,1.18,5.88,20.05,Oceania,OECD,High income,,12265087
314,Australia,1968,33.5,1.19,5.91,20.01,Oceania,OECD,High income,,12265087
315,Australia,1969,32,,5.6,20.16,Oceania,OECD,High income,,12568300
316,Australia,1969,31.2,,,,Oceania,OECD,High income,,12568300
317,Australia,1969,24.8,,,,Oceania,OECD,High income,,12568300
318,Australia,1970,31,,,,Oceania,OECD,High income,,12842907
319,Australia,1970,25,,,,Oceania,OECD,High income,,12842907
320,Australia,1971,30.8,,,,Oceania,OECD,High income,,13084157
321,Australia,1971,24.9,,,,Oceania,OECD,High income,,13084157
322,Australia,1972,28.2,,,,Oceania,OECD,High income,,13296872
323,Australia,1972,22.5,,,,Oceania,OECD,High income,,13296872
324,Australia,1973,29.1,,,,Oceania,OECD,High income,,13486438
325,Australia,1973,22.9,,,,Oceania,OECD,High income,,13486438
326,Australia,1974,29.3,,,,Oceania,OECD,High income,,13662048
327,Australia,1974,20.9,,,,Oceania,OECD,High income,,13662048
328,Australia,1975,26.6,,,,Oceania,OECD,High income,,13831206
329,Australia,1975,18.1,,,,Oceania,OECD,High income,,13831206
330,Australia,1976,34.3,,6.77,18.33,Oceania,OECD,High income,,13994623
331,Australia,1976,33,,,,Oceania,OECD,High income,,13994623
332,Australia,1976,34.5,,,,Oceania,OECD,High income,,13994623
333,Australia,1976,27,,,,Oceania,OECD,High income,,13994623
334,Australia,1976,18.7,,,,Oceania,OECD,High income,,13994623
335,Australia,1977,27.1,,,,Oceania,OECD,High income,,14152065
336,Australia,1977,19.4,,,,Oceania,OECD,High income,,14152065
337,Australia,1978,38.1,,8.59,14.85,Oceania,OECD,High income,,14309298
338,Australia,1978,26.1,,,,Oceania,OECD,High income,,14309298
339,Australia,1978,18,,,,Oceania,OECD,High income,,14309298
340,Australia,1979,39.3,,9.43,14.6,Oceania,OECD,High income,,14473242
341,Australia,1979,26.7,,,,Oceania,OECD,High income,,14473242
342,Australia,1979,19,,,,Oceania,OECD,High income,,14473242
343,Australia,1980,27.8,,,,Oceania,OECD,High income,,14649114
344,Australia,1980,20.1,,,,Oceania,OECD,High income,,14649114
345,Australia,1981,31.2,1.13,5.05,20.65,Oceania,OECD,High income,,14777241
346,Australia,1981,28.1,0.95,4.44,21.75,Oceania,OECD,High income,,14777241
347,Australia,1981,35.4,1.42,6.38,18.23,Oceania,OECD,High income,,14777241
348,Australia,1981,32.7,1.22,5.93,19.04,Oceania,OECD,High income,,14777241
349,Australia,1981,31.33,1.13,5.1,20.58,Oceania,OECD,High income,,14777241
350,Australia,1981,32.3,,,,Oceania,OECD,High income,,14838494
351,Australia,1981,28,,,,Oceania,OECD,High income,,14838494
352,Australia,1981,20.4,,,,Oceania,OECD,High income,,14838494
353,Australia,1981,40,,9.59,14.4,Oceania,OECD,High income,,14838494
354,Australia,1982,28.3,,,,Oceania,OECD,High income,,15041065
355,Australia,1982,20.7,,,,Oceania,OECD,High income,,15041065
356,Australia,1983,28.9,,,,Oceania,OECD,High income,,15257358
357,Australia,1983,21.3,,,,Oceania,OECD,High income,,15257358
358,Australia,1984,29.5,,,,Oceania,OECD,High income,,15487214
359,Australia,1984,20.7,,,,Oceania,OECD,High income,,15487214
360,Australia,1985,32.4,1.2,5.32,20.15,Oceania,OECD,High income,,15663672
361,Australia,1985,29.2,1.02,4.64,21.22,Oceania,OECD,High income,,15663672
362,Australia,1985,37.4,1.59,6.9,17.5,Oceania,OECD,High income,,15663672
363,Australia,1985,34.6,1.38,6.46,18.12,Oceania,OECD,High income,,15663672
364,Australia,1985,32.5,1.21,5.38,20.08,Oceania,OECD,High income,,15663672
365,Australia,1985,30.2,,,,Oceania,OECD,High income,,15729643
366,Australia,1985,20.7,,,,Oceania,OECD,High income,,15729643
367,Australia,1986,32.2,1.19,6.3,19.3,Oceania,OECD,High income,,15986164
368,Australia,1986,30.9,,,,Oceania,OECD,High income,,15986164
369,Australia,1986,21.1,,,,Oceania,OECD,High income,,15986164
370,Australia,1986,35.2,,,,Oceania,OECD,High income,,15986164
371,Australia,1986,36.4,,,,Oceania,OECD,High income,,15986164
372,Australia,1986,53.2,,,,Oceania,OECD,High income,,15986164
373,Australia,1986,42,,10.36,13.8,Oceania,OECD,High income,,15986164
374,Australia,1987,32.5,,,,Oceania,OECD,High income,,16254935
375,Australia,1987,23.4,,,,Oceania,OECD,High income,,16254935
376,Australia,1988,34.9,,,,Oceania,OECD,High income,,16527430
377,Australia,1988,26.3,,,,Oceania,OECD,High income,,16527430
378,Australia,1989,33,1.25,5.51,19.72,Oceania,OECD,High income,,16713988
379,Australia,1989,30.2,1.08,4.89,20.71,Oceania,OECD,High income,,16713988
380,Australia,1989,37.6,1.61,7.09,17.2,Oceania,OECD,High income,,16713988
381,Australia,1989,35.3,1.43,6.67,17.81,Oceania,OECD,High income,,16713988
382,Australia,1989,33.15,1.26,5.58,19.64,Oceania,OECD,High income,,16713988
383,Australia,1989,33.6,,,,Oceania,OECD,High income,,16792294
384,Australia,1989,24.2,,,,Oceania,OECD,High income,,16792294
385,Australia,1990,33.8,,,,Oceania,OECD,High income,28709,17041431
386,Australia,1990,25.4,,,,Oceania,OECD,High income,28709,17041431
387,Australia,1990,33,,,,Oceania,OECD,High income,28709,17041431
388,Australia,1990,37.5,,,,Oceania,OECD,High income,28709,17041431
389,Australia,1990,42.7,,,,Oceania,OECD,High income,28709,17041431
390,Australia,1990,54.3,,,,Oceania,OECD,High income,28709,17041431
391,Australia,1990,30.9,,,,Oceania,OECD,High income,28709,17041431
392,Australia,1990,43.7,,,,Oceania,OECD,High income,28709,17041431
393,Australia,1991,34.2,,,,Oceania,OECD,High income,28214,17271874
394,Australia,1991,25.9,,,,Oceania,OECD,High income,28214,17271874
395,Australia,1992,34.8,,,,Oceania,OECD,High income,27984,17485948
396,Australia,1992,26.5,,,,Oceania,OECD,High income,27984,17485948
397,Australia,1993,35,,,,Oceania,OECD,High income,28780,17687479
398,Australia,1993,26.7,,,,Oceania,OECD,High income,28780,17687479
399,Australia,1994,35.3,,,,Oceania,OECD,High income,29599,17882737
400,Australia,1994,25.5,,,,Oceania,OECD,High income,29599,17882737
401,Australia,1995,32.7,1.23,5.41,19.96,Oceania,OECD,High income,30545,17993082
402,Australia,1995,30.8,1.12,4.96,20.29,Oceania,OECD,High income,30545,17993082
403,Australia,1995,37.4,1.59,6.87,17.38,Oceania,OECD,High income,30545,17993082
404,Australia,1995,35.8,1.47,6.62,17.46,Oceania,OECD,High income,30545,17993082
405,Australia,1995,44.3,,13.31,12.9,Oceania,OECD,High income,30404,18076743
406,Australia,1995,30.2,,,,Oceania,OECD,High income,30404,18076743
407,Australia,1995,30.9,,,,Oceania,OECD,High income,30404,18076743
408,Australia,1995,46.7,,,,Oceania,OECD,High income,30404,18076743
409,Australia,1995,32.58,1.23,5.33,20.05,Oceania,OECD,High income,30545,17993082
410,Australia,1995,35.9,,,,Oceania,OECD,High income,30404,18076743
411,Australia,1995,28.3,,,,Oceania,OECD,High income,30404,18076743
412,Australia,1995,33.8,,,,Oceania,OECD,High income,30404,18076743
413,Australia,1995,38.5,,,,Oceania,OECD,High income,30404,18076743
414,Australia,1995,43.6,,,,Oceania,OECD,High income,30404,18076743
415,Australia,1995,57,,,,Oceania,OECD,High income,30404,18076743
416,Australia,1996,44.4,,12.71,12.9,Oceania,OECD,High income,31246,18271685
417,Australia,1996,29.6,,,,Oceania,OECD,High income,31246,18271685
418,Australia,1996,36.5,,,,Oceania,OECD,High income,31246,18271685
419,Australia,1996,28.8,,,,Oceania,OECD,High income,31246,18271685
420,Australia,1997,43.7,,12.18,13.3,Oceania,OECD,High income,32141,18467588
421,Australia,1997,29.2,,,,Oceania,OECD,High income,32141,18467588
422,Australia,1997,37,,,,Oceania,OECD,High income,32141,18467588
423,Australia,1997,29.2,,,,Oceania,OECD,High income,32141,18467588
424,Australia,1998,44.6,,12.71,12.8,Oceania,OECD,High income,33256,18665045
425,Australia,1998,30.3,,,,Oceania,OECD,High income,33256,18665045
426,Australia,1998,37.6,,,,Oceania,OECD,High income,33256,18665045
427,Australia,1998,30.4,,,,Oceania,OECD,High income,33256,18665045
428,Australia,1998,34.3,,,,Oceania,OECD,High income,33256,18665045
429,Australia,1998,39,,,,Oceania,OECD,High income,33256,18665045
430,Australia,1998,58.2,,,,Oceania,OECD,High income,33256,18665045
431,Australia,1999,38.1,,,,Oceania,OECD,High income,34575,18864112
432,Australia,1999,28.2,,,,Oceania,OECD,High income,34575,18864112
433,Australia,2000,44.8,,12.76,12.8,Oceania,OECD,High income,35554,19065837
434,Australia,2000,31,,,,Oceania,OECD,High income,35554,19065837
435,Australia,2000,31.7,,,,Oceania,OECD,High income,35554,19065837
436,Australia,2000,47.6,,,,Oceania,OECD,High income,35554,19065837
437,Australia,2000,38.3,,,,Oceania,OECD,High income,35554,19065837
438,Australia,2000,27.9,,,,Oceania,OECD,High income,35554,19065837
439,Australia,2001,33.5,1.29,5.58,19.47,Oceania,OECD,High income,35998,19194676
440,Australia,2001,31.7,1.19,5.21,19.85,Oceania,OECD,High income,35998,19194676
441,Australia,2001,38,1.65,7.04,17.07,Oceania,OECD,High income,35998,19194676
442,Australia,2001,36.7,1.56,6.93,17.09,Oceania,OECD,High income,35998,19194676
443,Australia,2001,31.1,,,,Oceania,OECD,High income,35860,19268533
444,Australia,2001,33.46,1.28,5.53,19.52,Oceania,OECD,High income,35998,19194676
445,Australia,2001,37.8,,,,Oceania,OECD,High income,35860,19268533
446,Australia,2001,27.5,,,,Oceania,OECD,High income,35860,19268533
447,Australia,2002,30.9,,,,Oceania,OECD,High income,36899,19475191
448,Australia,2003,33.4,1.29,5.54,19.51,Oceania,OECD,High income,37712,19624162
449,Australia,2003,31.3,1.14,5.12,20.11,Oceania,OECD,High income,37712,19624162
450,Australia,2003,38,1.64,7.04,17.06,Oceania,OECD,High income,37712,19624162
451,Australia,2003,36.2,1.49,6.83,17.33,Oceania,OECD,High income,37712,19624162
452,Australia,2003,33.5,1.29,5.55,19.5,Oceania,OECD,High income,37712,19624162
453,Australia,2004,33,1.27,5.3,19.92,Oceania,OECD,High income,38737,19879654
454,Australia,2004,31.4,1.18,5.09,20.25,Oceania,OECD,High income,38737,19879654
455,Australia,2004,37.3,1.59,6.64,17.53,Oceania,OECD,High income,38737,19879654
456,Australia,2004,35.9,1.49,6.62,17.64,Oceania,OECD,High income,38737,19879654
457,Australia,2004,32.7,1.25,5.29,19.99,Oceania,OECD,High income,38737,19879654
458,Australia,2004,30.5,1.11,4.92,20.75,Oceania,OECD,High income,38737,19879654
459,Australia,2004,29.4,,4.56,21.3,Oceania,OECD,High income,38604,19948429
460,Australia,2004,31.5,,,,Oceania,OECD,High income,38604,19948429
461,Australia,2004,46.5,,,,Oceania,OECD,High income,38604,19948429
462,Australia,2004,33.13,1.28,5.31,19.9,Oceania,OECD,High income,38737,19879654
463,Australia,2008,35.4,1.45,5.9,18.86,Oceania,OECD,High income,41224,21332292
464,Australia,2008,33.4,1.32,5.66,19.51,Oceania,OECD,High income,41224,21332292
465,Australia,2008,39.8,1.83,7.45,16.56,Oceania,OECD,High income,41224,21332292
466,Australia,2008,38,1.68,7.34,17,Oceania,OECD,High income,41224,21332292
467,Australia,2008,31.4,,5.65,20,Oceania,OECD,High income,41204,21342493
468,Australia,2008,33.6,,,,Oceania,OECD,High income,41204,21342493
469,Australia,2008,46.8,,,,Oceania,OECD,High income,41204,21342493
470,Australia,2008,35.43,1.45,5.91,18.84,Oceania,OECD,High income,41224,21332292
471,Australia,2010,34.7,1.39,5.82,19.05,Oceania,OECD,High income," $41,299.00 "," 22,154,688.00 "
472,Australia,2010,33.3,1.29,5.63,19.44,Oceania,OECD,High income," $41,299.00 "," 22,154,688.00 "
473,Australia,2010,38.3,1.68,7.1,17.12,Oceania,OECD,High income," $41,299.00 "," 22,154,688.00 "
474,Australia,2010,37.1,1.59,7.06,17.22,Oceania,OECD,High income," $41,299.00 "," 22,154,688.00 "
475,Australia,2010,33.5,1.31,5.58,19.52,Oceania,OECD,High income," $41,299.00 "," 22,154,688.00 "
476,Australia,2010,31.6,1.17,5.15,20.23,Oceania,OECD,High income," $41,299.00 "," 22,154,688.00 "
477,Australia,2010,28.3,,4.58,21.7,Oceania,OECD,High income," $41,364.00 "," 22,120,064.00 "
478,Australia,2010,33.4,,,,Oceania,OECD,High income," $41,364.00 "," 22,120,064.00 "
479,Australia,2010,46.9,,,,Oceania,OECD,High income," $41,364.00 "," 22,120,064.00 "
480,Australia,2010,34.66,1.38,5.77,19.1,Oceania,OECD,High income," $41,299.00 "," 22,154,688.00 "
481,Australia,2011,28.3,,4.49,21.8,Oceania,OECD,High income," $41,704.00 "," 22,479,799.00 "
482,Australia,2012,32.6,,,,Oceania,OECD,High income," $42,682.00 "," 22,821,849.00 "
483,Australia,2012,36.8,,,,Oceania,OECD,High income," $42,682.00 "," 22,821,849.00 "
484,Australia,2012,46.3,,,,Oceania,OECD,High income," $42,682.00 "," 22,821,849.00 "
485,Australia,2014,34.4,1.38,5.68,19.59,Oceania,OECD,High income," $43,449.00 "," 23,596,426.00 "
486,Australia,2014,33,1.3,5.44,19.82,Oceania,OECD,High income," $43,449.00 "," 23,596,426.00 "
487,Australia,2014,39.2,1.77,7.23,17.17,Oceania,OECD,High income," $43,449.00 "," 23,596,426.00 "
488,Australia,2014,38.3,1.72,7.23,17.08,Oceania,OECD,High income," $43,449.00 "," 23,596,426.00 "
489,Australia,2014,33.3,,5.44,19.8,Oceania,OECD,High income," $43,674.00 "," 23,474,668.00 "
490,Australia,2014,44.6,,11.55,13.1,Oceania,OECD,High income," $43,674.00 "," 23,474,668.00 "
491,Australia,2014,33.7,,,,Oceania,OECD,High income," $43,674.00 "," 23,474,668.00 "
492,Australia,2014,39,,,,Oceania,OECD,High income," $43,674.00 "," 23,474,668.00 "
493,Australia,2014,48.3,,,,Oceania,OECD,High income," $43,674.00 "," 23,474,668.00 "
494,Australia,2014,35.84,1.48,6.31,18.82,Oceania,OECD,High income," $43,449.00 "," 23,596,426.00 "
495,Australia,2016,33,1.26,5.49,19.68,Oceania,OECD,High income," $44,474.00 "," 24,262,710.00 "
496,Austria,1970,29.3,,5.38,21.1,Europe,OECD,High income,,7516239
497,Austria,1972,26.7,,,,Europe,OECD,High income,,7581117
498,Austria,1976,31.2,,5.79,20.2,Europe,OECD,High income,,7640749
499,Austria,1977,24.3,,,,Europe,OECD,High income,,7636576
500,Austria,1981,31.4,,5.85,20.2,Europe,OECD,High income,,7604513
501,Austria,1983,28,0.97,4.67,21,Europe,OECD,High income,,7603102
502,Austria,1983,34,1.3,6.81,17.9,Europe,OECD,High income,,7603102
503,Austria,1987,23,0.77,3.22,25.18,Europe,OECD,High income,,7639351
504,Austria,1987,22.7,0.75,3.25,25.29,Europe,OECD,High income,,7639351
505,Austria,1987,31.6,,5.64,20.4,Europe,OECD,High income,,7639352
506,Austria,1991,26.3,,,,Europe,OECD,High income,32025,7772701
507,Austria,1994,31.3,1.18,4.95,20.94,Europe,OECD,High income,32918,7947215
508,Austria,1994,28,0.99,4.28,22.59,Europe,OECD,High income,32918,7947215
509,Austria,1995,30.4,1.08,5.12,20.56,Europe,OECD,High income,33615,7990113
510,Austria,1995,27.7,0.94,4.43,22.07,Europe,OECD,High income,33615,7990113
511,Austria,1995,27,0.96,4,23,Europe,OECD,High income,33615,7990113
512,Austria,1996,26,0.91,3.89,23,Europe,OECD,High income,34286,8017852
513,Austria,1997,30.2,1.1,4.71,21.36,Europe,OECD,High income,34938,8032873
514,Austria,1997,26.6,0.91,3.96,23.17,Europe,OECD,High income,34938,8032873
515,Austria,1997,25,0.8,3.5,25,Europe,OECD,High income,34938,8032873
516,Austria,1998,24,0.8,3.4,25,Europe,OECD,High income,36152,8041054
517,Austria,1999,26,0.96,3.89,23,Europe,OECD,High income,37391,8051116
518,Austria,2000,28.9,1.03,4.36,22.02,Europe,OECD,High income,38567,8069276
519,Austria,2000,25.8,0.88,3.78,23.72,Europe,OECD,High income,38567,8069276
520,Austria,2000,24,0.8,3.4,25,Europe,OECD,High income,38567,8069276
521,Austria,2001,24,0.8,3.4,25,Europe,OECD,High income,38918,8097755
522,Austria,2003,27.4,0.97,4.08,23.2,Europe,OECD,High income,39552,8175855
523,Austria,2003,29.46,1.07,4.49,21.92,Europe,OECD,High income,39552,8175855
524,Austria,2004,30,1.1,4.55,21.69,Europe,OECD,High income,40431,8216810
525,Austria,2004,26.9,0.94,3.92,23.41,Europe,OECD,High income,40431,8216810
526,Austria,2004,25.8,0.89,3.76,24,Europe,OECD,High income,40431,8216810
527,Austria,2004,29.79,1.09,4.51,21.79,Europe,OECD,High income,40431,8216810
528,Austria,2005,26.3,0.92,3.82,23.8,Europe,OECD,High income,41154,8253656
529,Austria,2005,28.71,1.03,4.28,22.2,Europe,OECD,High income,41154,8253656
530,Austria,2006,25.3,0.87,3.66,24.2,Europe,OECD,High income,42412,8285345
531,Austria,2006,29.59,1.08,4.45,21.94,Europe,OECD,High income,42412,8285345
532,Austria,2007,30.6,1.13,4.84,21.13,Europe,OECD,High income,43843,8313732
533,Austria,2007,28.4,1,4.37,22.21,Europe,OECD,High income,43843,8313732
534,Austria,2007,26.2,0.92,3.78,23.9,Europe,OECD,High income,43843,8313732
535,Austria,2007,28.4,,,,Europe,OECD,High income,43853,8311783
536,Austria,2007,32.9,,,,Europe,OECD,High income,43853,8311783
537,Austria,2007,48.6,,,,Europe,OECD,High income,43853,8311783
538,Austria,2007,30.58,1.13,4.84,21.14,Europe,OECD,High income,43843,8313732
539,Austria,2008,27.7,0.98,4.21,22.8,Europe,OECD,High income,44335,8341526
540,Austria,2008,28.1,,,,Europe,OECD,High income,44351,8338453
541,Austria,2008,32.8,,,,Europe,OECD,High income,44351,8338453
542,Austria,2008,49,,,,Europe,OECD,High income,44351,8338453
543,Austria,2008,30.44,1.13,4.82,21.3,Europe,OECD,High income,44335,8341526
544,Austria,2009,27.5,0.98,4.15,23,Europe,OECD,High income,42507,8372658
545,Austria,2009,28.9,,,,Europe,OECD,High income,42521,8370038
546,Austria,2009,34,,,,Europe,OECD,High income,42521,8370038
547,Austria,2009,50.5,,,,Europe,OECD,High income,42521,8370038
548,Austria,2009,31.49,1.19,5.12,20.71,Europe,OECD,High income,42507,8372658
549,Austria,2010,30.3,1.12,4.77,21.25,Europe,OECD,High income," $43,096.00 "," 8,409,945.00 "
550,Austria,2010,27.9,0.98,4.24,22.54,Europe,OECD,High income," $43,096.00 "," 8,409,945.00 "
551,Austria,2010,28.3,1.01,4.31,22.6,Europe,OECD,High income," $43,096.00 "," 8,409,945.00 "
552,Austria,2010,28,,,,Europe,OECD,High income," $43,096.00 "," 8,409,949.00 "
553,Austria,2010,32.5,,,,Europe,OECD,High income," $43,096.00 "," 8,409,949.00 "
554,Austria,2010,49.6,,,,Europe,OECD,High income," $43,096.00 "," 8,409,949.00 "
555,Austria,2010,30.25,1.11,4.77,21.26,Europe,OECD,High income," $43,096.00 "," 8,409,945.00 "
556,Austria,2011,27.4,0.97,4.14,22.8,Europe,OECD,High income," $44,127.00 "," 8,453,501.00 "
557,Austria,2011,28.1,,,,Europe,OECD,High income," $44,094.00 "," 8,459,864.00 "
558,Austria,2011,32.9,,,,Europe,OECD,High income," $44,094.00 "," 8,459,864.00 "
559,Austria,2011,49.5,,,,Europe,OECD,High income," $44,094.00 "," 8,459,864.00 "
560,Austria,2011,30.8,1.13,4.93,20.91,Europe,OECD,High income," $44,127.00 "," 8,453,501.00 "
561,Austria,2012,27.6,0.97,4.2,22.8,Europe,OECD,High income," $44,173.00 "," 8,502,230.00 "
