Year (2010-2018),country,gini_index_reported,palma,ratio_top20bottom20,bottom40,region_un,OECD=Countries the support the free market,incomegroup,reference_period, gdp_ppp_pc_usd2011 , population 
2011,Armenia,37.1,,5.29,21,Asia,Non-OECD,Upper middle income,," $7,022.00 "," 2,875,581.00 "
2011,Armenia,,1.38,5.31,20.2,Asia,Non-OECD,Upper middle income,," $7,022.00 "," 2,875,581.00 "
2011,Armenia,29.35,1.08,4.27,22.24,Asia,Non-OECD,Upper middle income,Year," $7,020.00 "," 2,876,536.00 "
2012,Armenia,29.6,1.11,4.31,22.17,Asia,Non-OECD,Upper middle income,Year," $7,505.00 "," 2,884,239.00 "
2013,Armenia,30.58,1.15,4.57,21.5,Asia,Non-OECD,Upper middle income,Year," $7,717.00 "," 2,897,593.00 "
2014,Armenia,31.48,1.22,4.74,21.11,Asia,Non-OECD,Upper middle income,Year," $7,954.00 "," 2,912,403.00 "
2015,Armenia,32.36,1.29,4.95,20.79,Asia,Non-OECD,Upper middle income,Year," $8,172.00 "," 2,925,559.00 "
2016,Armenia,32.55,1.27,5.11,19.97,Asia,Non-OECD,Upper middle income,Year," $8,159.00 "," 2,936,147.00 "
2017,Armenia,33.62,1.37,5.06,20.74,Asia,Non-OECD,Upper middle income,Year," $8,745.00 "," 2,944,789.00 "
1942,Australia,34.8,,,,Oceania,OECD,High income,,,
1942,Australia,23.5,,,,Oceania,OECD,High income,,,
1943,Australia,34.9,,,,Oceania,OECD,High income,,,
1944,Australia,34.1,,,,Oceania,OECD,High income,,,
1944,Australia,23.1,,,,Oceania,OECD,High income,,,
1945,Australia,34.4,,,,Oceania,OECD,High income,,,
1945,Australia,23.7,,,,Oceania,OECD,High income,,,
1946,Australia,33.6,,,,Oceania,OECD,High income,,,
1946,Australia,23.6,,,,Oceania,OECD,High income,,,
1947,Australia,35.5,,,,Oceania,OECD,High income,,,
1947,Australia,26.2,,,,Oceania,OECD,High income,,,
1948,Australia,35.8,,,,Oceania,OECD,High income,,,
1948,Australia,26.5,,,,Oceania,OECD,High income,,,
1949,Australia,36.4,,,,Oceania,OECD,High income,,,
1949,Australia,27.2,,,,Oceania,OECD,High income,,,
1950,Australia,42.7,,,,Oceania,OECD,High income,,," 8,177,342.00 "
1950,Australia,30.3,,,,Oceania,OECD,High income,,," 8,177,342.00 "
1951,Australia,34.8,,,,Oceania,OECD,High income,,," 8,412,604.00 "
1951,Australia,22.7,,,,Oceania,OECD,High income,,," 8,412,604.00 "
1952,Australia,34.1,,,,Oceania,OECD,High income,,," 8,620,970.00 "
1952,Australia,23.5,,,,Oceania,OECD,High income,,," 8,620,970.00 "
1953,Australia,32,,,,Oceania,OECD,High income,,," 8,816,902.00 "
1953,Australia,23,,,,Oceania,OECD,High income,,," 8,816,902.00 "
1954,Australia,32,,,,Oceania,OECD,High income,,," 9,011,190.00 "
1954,Australia,23.5,,,,Oceania,OECD,High income,,," 9,011,190.00 "
1955,Australia,32.7,,,,Oceania,OECD,High income,,," 9,210,908.00 "
1955,Australia,23.6,,,,Oceania,OECD,High income,,," 9,210,908.00 "
1956,Australia,31.5,,,,Oceania,OECD,High income,,," 9,419,268.00 "
1956,Australia,24,,,,Oceania,OECD,High income,,," 9,419,268.00 "
1957,Australia,30.4,,,,Oceania,OECD,High income,,," 9,635,828.00 "
1957,Australia,23.4,,,,Oceania,OECD,High income,,," 9,635,828.00 "
1958,Australia,30.8,,,,Oceania,OECD,High income,,," 9,856,949.00 "
1958,Australia,24.3,,,,Oceania,OECD,High income,,," 9,856,949.00 "
1959,Australia,30.9,,,,Oceania,OECD,High income,,," 10,076,741.00 "
1959,Australia,24.7,,,,Oceania,OECD,High income,,," 10,076,741.00 "
1960,Australia,30.9,,,,Oceania,OECD,High income,,," 10,289,707.00 "
1960,Australia,24.7,,,,Oceania,OECD,High income,,," 10,289,707.00 "
1961,Australia,30.9,,,,Oceania,OECD,High income,,," 10,493,555.00 "
1961,Australia,24.9,,,,Oceania,OECD,High income,,," 10,493,555.00 "
1962,Australia,41.6,,,,Oceania,OECD,High income,,," 10,691,689.00 "
1962,Australia,31.5,,,,Oceania,OECD,High income,,," 10,691,689.00 "
1962,Australia,25.2,,,,Oceania,OECD,High income,,," 10,691,689.00 "
1963,Australia,31.2,,,,Oceania,OECD,High income,,," 10,894,270.00 "
1963,Australia,24.9,,,,Oceania,OECD,High income,,," 10,894,270.00 "
1964,Australia,30.5,,,,Oceania,OECD,High income,,," 11,115,211.00 "
1964,Australia,24.1,,,,Oceania,OECD,High income,,," 11,115,211.00 "
1965,Australia,30.3,,,,Oceania,OECD,High income,,," 11,363,313.00 "
1965,Australia,24.2,,,,Oceania,OECD,High income,,," 11,363,313.00 "
1966,Australia,30.7,,,,Oceania,OECD,High income,,," 11,643,451.00 "
1966,Australia,24.5,,,,Oceania,OECD,High income,,," 11,643,451.00 "
1967,Australia,30.8,,,,Oceania,OECD,High income,,," 11,949,357.00 "
1967,Australia,24.7,,,,Oceania,OECD,High income,,," 11,949,357.00 "
1967,Australia,32,,5.88,20,Oceania,OECD,High income,,," 11,949,357.00 "
1967,Australia,31.2,1.18,5.88,20.1,Oceania,OECD,High income,,," 11,949,357.00 "
1968,Australia,30.9,,,,Oceania,OECD,High income,,," 12,265,087.00 "
1968,Australia,24.7,,,,Oceania,OECD,High income,,," 12,265,087.00 "
1968,Australia,33.2,,5.79,,Oceania,OECD,High income,,," 12,265,087.00 "
1968,Australia,31.7,1.18,5.88,20.05,Oceania,OECD,High income,,," 12,265,087.00 "
1968,Australia,33.5,1.19,5.91,20.01,Oceania,OECD,High income,,," 12,265,087.00 "
1969,Australia,32,,5.6,20.16,Oceania,OECD,High income,,," 12,568,300.00 "
1969,Australia,31.2,,,,Oceania,OECD,High income,,," 12,568,300.00 "
1969,Australia,24.8,,,,Oceania,OECD,High income,,," 12,568,300.00 "
1970,Australia,31,,,,Oceania,OECD,High income,,," 12,842,907.00 "
1970,Australia,25,,,,Oceania,OECD,High income,,," 12,842,907.00 "
1971,Australia,30.8,,,,Oceania,OECD,High income,,," 13,084,157.00 "
1971,Australia,24.9,,,,Oceania,OECD,High income,,," 13,084,157.00 "
1972,Australia,28.2,,,,Oceania,OECD,High income,,," 13,296,872.00 "
1972,Australia,22.5,,,,Oceania,OECD,High income,,," 13,296,872.00 "
1973,Australia,29.1,,,,Oceania,OECD,High income,,," 13,486,438.00 "
1973,Australia,22.9,,,,Oceania,OECD,High income,,," 13,486,438.00 "
1974,Australia,29.3,,,,Oceania,OECD,High income,,," 13,662,048.00 "
1974,Australia,20.9,,,,Oceania,OECD,High income,,," 13,662,048.00 "
1975,Australia,26.6,,,,Oceania,OECD,High income,,," 13,831,206.00 "
1975,Australia,18.1,,,,Oceania,OECD,High income,,," 13,831,206.00 "
1976,Australia,34.3,,6.77,18.33,Oceania,OECD,High income,,," 13,994,623.00 "
1976,Australia,33,,,,Oceania,OECD,High income,,," 13,994,623.00 "
1976,Australia,34.5,,,,Oceania,OECD,High income,,," 13,994,623.00 "
1976,Australia,27,,,,Oceania,OECD,High income,,," 13,994,623.00 "
1976,Australia,18.7,,,,Oceania,OECD,High income,,," 13,994,623.00 "
1977,Australia,27.1,,,,Oceania,OECD,High income,,," 14,152,065.00 "
1977,Australia,19.4,,,,Oceania,OECD,High income,,," 14,152,065.00 "
1978,Australia,38.1,,8.59,14.85,Oceania,OECD,High income,,," 14,309,298.00 "
1978,Australia,26.1,,,,Oceania,OECD,High income,,," 14,309,298.00 "
1978,Australia,18,,,,Oceania,OECD,High income,,," 14,309,298.00 "
1979,Australia,39.3,,9.43,14.6,Oceania,OECD,High income,,," 14,473,242.00 "
1979,Australia,26.7,,,,Oceania,OECD,High income,,," 14,473,242.00 "
1979,Australia,19,,,,Oceania,OECD,High income,,," 14,473,242.00 "
1980,Australia,27.8,,,,Oceania,OECD,High income,,," 14,649,114.00 "
1980,Australia,20.1,,,,Oceania,OECD,High income,,," 14,649,114.00 "
1981,Australia,31.2,1.13,5.05,20.65,Oceania,OECD,High income,Year,," 14,777,241.00 "
1981,Australia,28.1,0.95,4.44,21.75,Oceania,OECD,High income,Year,," 14,777,241.00 "
1981,Australia,35.4,1.42,6.38,18.23,Oceania,OECD,High income,Year,," 14,777,241.00 "
1981,Australia,32.7,1.22,5.93,19.04,Oceania,OECD,High income,Year,," 14,777,241.00 "
1981,Australia,31.33,1.13,5.1,20.58,Oceania,OECD,High income,Year,," 14,777,241.00 "
1981,Australia,32.3,,,,Oceania,OECD,High income,,," 14,838,494.00 "
1981,Australia,28,,,,Oceania,OECD,High income,,," 14,838,494.00 "
1981,Australia,20.4,,,,Oceania,OECD,High income,,," 14,838,494.00 "
1981,Australia,40,,9.59,14.4,Oceania,OECD,High income,,," 14,838,494.00 "
1982,Australia,28.3,,,,Oceania,OECD,High income,,," 15,041,065.00 "
1982,Australia,20.7,,,,Oceania,OECD,High income,,," 15,041,065.00 "
1983,Australia,28.9,,,,Oceania,OECD,High income,,," 15,257,358.00 "
1983,Australia,21.3,,,,Oceania,OECD,High income,,," 15,257,358.00 "
1984,Australia,29.5,,,,Oceania,OECD,High income,,," 15,487,214.00 "
1984,Australia,20.7,,,,Oceania,OECD,High income,,," 15,487,214.00 "
1985,Australia,32.4,1.2,5.32,20.15,Oceania,OECD,High income,Year,," 15,663,672.00 "
1985,Australia,29.2,1.02,4.64,21.22,Oceania,OECD,High income,Year,," 15,663,672.00 "
1985,Australia,37.4,1.59,6.9,17.5,Oceania,OECD,High income,Year,," 15,663,672.00 "
1985,Australia,34.6,1.38,6.46,18.12,Oceania,OECD,High income,Year,," 15,663,672.00 "
1985,Australia,32.5,1.21,5.38,20.08,Oceania,OECD,High income,Year,," 15,663,672.00 "
1985,Australia,30.2,,,,Oceania,OECD,High income,,," 15,729,643.00 "
1985,Australia,20.7,,,,Oceania,OECD,High income,,," 15,729,643.00 "
1986,Australia,32.2,1.19,6.3,19.3,Oceania,OECD,High income,,," 15,986,164.00 "
1986,Australia,30.9,,,,Oceania,OECD,High income,,," 15,986,164.00 "
1986,Australia,21.1,,,,Oceania,OECD,High income,,," 15,986,164.00 "
1986,Australia,35.2,,,,Oceania,OECD,High income,,," 15,986,164.00 "
1986,Australia,36.4,,,,Oceania,OECD,High income,,," 15,986,164.00 "
1986,Australia,53.2,,,,Oceania,OECD,High income,,," 15,986,164.00 "
1986,Australia,42,,10.36,13.8,Oceania,OECD,High income,,," 15,986,164.00 "
1987,Australia,32.5,,,,Oceania,OECD,High income,,," 16,254,935.00 "
1987,Australia,23.4,,,,Oceania,OECD,High income,,," 16,254,935.00 "
1988,Australia,34.9,,,,Oceania,OECD,High income,,," 16,527,430.00 "
1988,Australia,26.3,,,,Oceania,OECD,High income,,," 16,527,430.00 "
1989,Australia,33,1.25,5.51,19.72,Oceania,OECD,High income,Year,," 16,713,988.00 "
1989,Australia,30.2,1.08,4.89,20.71,Oceania,OECD,High income,Year,," 16,713,988.00 "
1989,Australia,37.6,1.61,7.09,17.2,Oceania,OECD,High income,Year,," 16,713,988.00 "
1989,Australia,35.3,1.43,6.67,17.81,Oceania,OECD,High income,Year,," 16,713,988.00 "
1989,Australia,33.15,1.26,5.58,19.64,Oceania,OECD,High income,Year,," 16,713,988.00 "
1989,Australia,33.6,,,,Oceania,OECD,High income,,," 16,792,294.00 "
1989,Australia,24.2,,,,Oceania,OECD,High income,,," 16,792,294.00 "
1990,Australia,33.8,,,,Oceania,OECD,High income,,28709," 17,041,431.00 "
1990,Australia,25.4,,,,Oceania,OECD,High income,,28709," 17,041,431.00 "
1990,Australia,33,,,,Oceania,OECD,High income,,28709," 17,041,431.00 "
1990,Australia,37.5,,,,Oceania,OECD,High income,,28709," 17,041,431.00 "
1990,Australia,42.7,,,,Oceania,OECD,High income,,28709," 17,041,431.00 "
1990,Australia,54.3,,,,Oceania,OECD,High income,,28709," 17,041,431.00 "
1990,Australia,30.9,,,,Oceania,OECD,High income,,28709," 17,041,431.00 "
1990,Australia,43.7,,,,Oceania,OECD,High income,,28709," 17,041,431.00 "
1991,Australia,34.2,,,,Oceania,OECD,High income,,28214," 17,271,874.00 "
1991,Australia,25.9,,,,Oceania,OECD,High income,,28214," 17,271,874.00 "
1992,Australia,34.8,,,,Oceania,OECD,High income,,27984," 17,485,948.00 "
1992,Australia,26.5,,,,Oceania,OECD,High income,,27984," 17,485,948.00 "
1993,Australia,35,,,,Oceania,OECD,High income,,28780," 17,687,479.00 "
1993,Australia,26.7,,,,Oceania,OECD,High income,,28780," 17,687,479.00 "
1994,Australia,35.3,,,,Oceania,OECD,High income,,29599," 17,882,737.00 "
1994,Australia,25.5,,,,Oceania,OECD,High income,,29599," 17,882,737.00 "
1995,Australia,32.7,1.23,5.41,19.96,Oceania,OECD,High income,Year,30545," 17,993,082.00 "
1995,Australia,30.8,1.12,4.96,20.29,Oceania,OECD,High income,Year,30545," 17,993,082.00 "
1995,Australia,37.4,1.59,6.87,17.38,Oceania,OECD,High income,Year,30545," 17,993,082.00 "
1995,Australia,35.8,1.47,6.62,17.46,Oceania,OECD,High income,Year,30545," 17,993,082.00 "
1995,Australia,44.3,,13.31,12.9,Oceania,OECD,High income,Week,30404," 18,076,743.00 "
1995,Australia,30.2,,,,Oceania,OECD,High income,,30404," 18,076,743.00 "
1995,Australia,30.9,,,,Oceania,OECD,High income,Year,30404," 18,076,743.00 "
1995,Australia,46.7,,,,Oceania,OECD,High income,Year,30404," 18,076,743.00 "
1995,Australia,32.58,1.23,5.33,20.05,Oceania,OECD,High income,Year,30545," 17,993,082.00 "
1995,Australia,35.9,,,,Oceania,OECD,High income,,30404," 18,076,743.00 "
1995,Australia,28.3,,,,Oceania,OECD,High income,,30404," 18,076,743.00 "
1995,Australia,33.8,,,,Oceania,OECD,High income,,30404," 18,076,743.00 "
1995,Australia,38.5,,,,Oceania,OECD,High income,,30404," 18,076,743.00 "
1995,Australia,43.6,,,,Oceania,OECD,High income,,30404," 18,076,743.00 "
1995,Australia,57,,,,Oceania,OECD,High income,,30404," 18,076,743.00 "
1996,Australia,44.4,,12.71,12.9,Oceania,OECD,High income,Week,31246," 18,271,685.00 "
1996,Australia,29.6,,,,Oceania,OECD,High income,,31246," 18,271,685.00 "
1996,Australia,36.5,,,,Oceania,OECD,High income,,31246," 18,271,685.00 "
1996,Australia,28.8,,,,Oceania,OECD,High income,,31246," 18,271,685.00 "
1997,Australia,43.7,,12.18,13.3,Oceania,OECD,High income,Week,32141," 18,467,588.00 "
1997,Australia,29.2,,,,Oceania,OECD,High income,,32141," 18,467,588.00 "
1997,Australia,37,,,,Oceania,OECD,High income,,32141," 18,467,588.00 "
1997,Australia,29.2,,,,Oceania,OECD,High income,,32141," 18,467,588.00 "
1998,Australia,44.6,,12.71,12.8,Oceania,OECD,High income,Week,33256," 18,665,045.00 "
1998,Australia,30.3,,,,Oceania,OECD,High income,,33256," 18,665,045.00 "
1998,Australia,37.6,,,,Oceania,OECD,High income,,33256," 18,665,045.00 "
1998,Australia,30.4,,,,Oceania,OECD,High income,,33256," 18,665,045.00 "
1998,Australia,34.3,,,,Oceania,OECD,High income,,33256," 18,665,045.00 "
1998,Australia,39,,,,Oceania,OECD,High income,,33256," 18,665,045.00 "
1998,Australia,58.2,,,,Oceania,OECD,High income,,33256," 18,665,045.00 "
1999,Australia,38.1,,,,Oceania,OECD,High income,,34575," 18,864,112.00 "
1999,Australia,28.2,,,,Oceania,OECD,High income,,34575," 18,864,112.00 "
2000,Australia,44.8,,12.76,12.8,Oceania,OECD,High income,Week,35554," 19,065,837.00 "
2000,Australia,31,,,,Oceania,OECD,High income,,35554," 19,065,837.00 "
2000,Australia,31.7,,,,Oceania,OECD,High income,Year,35554," 19,065,837.00 "
2000,Australia,47.6,,,,Oceania,OECD,High income,Year,35554," 19,065,837.00 "
2000,Australia,38.3,,,,Oceania,OECD,High income,,35554," 19,065,837.00 "
2000,Australia,27.9,,,,Oceania,OECD,High income,,35554," 19,065,837.00 "
2001,Australia,33.5,1.29,5.58,19.47,Oceania,OECD,High income,Year,35998," 19,194,676.00 "
2001,Australia,31.7,1.19,5.21,19.85,Oceania,OECD,High income,Year,35998," 19,194,676.00 "
2001,Australia,38,1.65,7.04,17.07,Oceania,OECD,High income,Year,35998," 19,194,676.00 "
2001,Australia,36.7,1.56,6.93,17.09,Oceania,OECD,High income,Year,35998," 19,194,676.00 "
2001,Australia,31.1,,,,Oceania,OECD,High income,Week,35860," 19,268,533.00 "
2001,Australia,33.46,1.28,5.53,19.52,Oceania,OECD,High income,Year,35998," 19,194,676.00 "
2001,Australia,37.8,,,,Oceania,OECD,High income,,35860," 19,268,533.00 "
2001,Australia,27.5,,,,Oceania,OECD,High income,,35860," 19,268,533.00 "
2002,Australia,30.9,,,,Oceania,OECD,High income,Week,36899," 19,475,191.00 "
2003,Australia,33.4,1.29,5.54,19.51,Oceania,OECD,High income,Year,37712," 19,624,162.00 "
2003,Australia,31.3,1.14,5.12,20.11,Oceania,OECD,High income,Year,37712," 19,624,162.00 "
2003,Australia,38,1.64,7.04,17.06,Oceania,OECD,High income,Year,37712," 19,624,162.00 "
2003,Australia,36.2,1.49,6.83,17.33,Oceania,OECD,High income,Year,37712," 19,624,162.00 "
2003,Australia,33.5,1.29,5.55,19.5,Oceania,OECD,High income,Year,37712," 19,624,162.00 "
2004,Australia,33,1.27,5.3,19.92,Oceania,OECD,High income,Year,38737," 19,879,654.00 "
2004,Australia,31.4,1.18,5.09,20.25,Oceania,OECD,High income,Year,38737," 19,879,654.00 "
2004,Australia,37.3,1.59,6.64,17.53,Oceania,OECD,High income,Year,38737," 19,879,654.00 "
2004,Australia,35.9,1.49,6.62,17.64,Oceania,OECD,High income,Year,38737," 19,879,654.00 "
2004,Australia,32.7,1.25,5.29,19.99,Oceania,OECD,High income,Year,38737," 19,879,654.00 "
2004,Australia,30.5,1.11,4.92,20.75,Oceania,OECD,High income,Year,38737," 19,879,654.00 "
2004,Australia,29.4,,4.56,21.3,Oceania,OECD,High income,Week,38604," 19,948,429.00 "
2004,Australia,31.5,,,,Oceania,OECD,High income,Year,38604," 19,948,429.00 "
2004,Australia,46.5,,,,Oceania,OECD,High income,Year,38604," 19,948,429.00 "
2004,Australia,33.13,1.28,5.31,19.9,Oceania,OECD,High income,Year,38737," 19,879,654.00 "
2008,Australia,35.4,1.45,5.9,18.86,Oceania,OECD,High income,Year,41224," 21,332,292.00 "
2008,Australia,33.4,1.32,5.66,19.51,Oceania,OECD,High income,Year,41224," 21,332,292.00 "
2008,Australia,39.8,1.83,7.45,16.56,Oceania,OECD,High income,Year,41224," 21,332,292.00 "
2008,Australia,38,1.68,7.34,17,Oceania,OECD,High income,Year,41224," 21,332,292.00 "
2008,Australia,31.4,,5.65,20,Oceania,OECD,High income,Week,41204," 21,342,493.00 "
2008,Australia,33.6,,,,Oceania,OECD,High income,Year,41204," 21,342,493.00 "
2008,Australia,46.8,,,,Oceania,OECD,High income,Year,41204," 21,342,493.00 "
2008,Australia,35.43,1.45,5.91,18.84,Oceania,OECD,High income,Year,41224," 21,332,292.00 "
2010,Australia,34.7,1.39,5.82,19.05,Oceania,OECD,High income,Year," $41,299.00 "," 22,154,688.00 "
2010,Australia,33.3,1.29,5.63,19.44,Oceania,OECD,High income,Year," $41,299.00 "," 22,154,688.00 "
2010,Australia,38.3,1.68,7.1,17.12,Oceania,OECD,High income,Year," $41,299.00 "," 22,154,688.00 "
2010,Australia,37.1,1.59,7.06,17.22,Oceania,OECD,High income,Year," $41,299.00 "," 22,154,688.00 "
2010,Australia,33.5,1.31,5.58,19.52,Oceania,OECD,High income,Year," $41,299.00 "," 22,154,688.00 "
2010,Australia,31.6,1.17,5.15,20.23,Oceania,OECD,High income,Year," $41,299.00 "," 22,154,688.00 "
2010,Australia,28.3,,4.58,21.7,Oceania,OECD,High income,Week," $41,364.00 "," 22,120,064.00 "
2010,Australia,33.4,,,,Oceania,OECD,High income,Year," $41,364.00 "," 22,120,064.00 "
2010,Australia,46.9,,,,Oceania,OECD,High income,Year," $41,364.00 "," 22,120,064.00 "
2010,Australia,34.66,1.38,5.77,19.1,Oceania,OECD,High income,Year," $41,299.00 "," 22,154,688.00 "
2011,Australia,28.3,,4.49,21.8,Oceania,OECD,High income,Week," $41,704.00 "," 22,479,799.00 "
2012,Australia,32.6,,,,Oceania,OECD,High income,Year," $42,682.00 "," 22,821,849.00 "
2012,Australia,36.8,,,,Oceania,OECD,High income,Year," $42,682.00 "," 22,821,849.00 "
2012,Australia,46.3,,,,Oceania,OECD,High income,Year," $42,682.00 "," 22,821,849.00 "
2014,Australia,34.4,1.38,5.68,19.59,Oceania,OECD,High income,Year," $43,449.00 "," 23,596,426.00 "
2014,Australia,33,1.3,5.44,19.82,Oceania,OECD,High income,Year," $43,449.00 "," 23,596,426.00 "
2014,Australia,39.2,1.77,7.23,17.17,Oceania,OECD,High income,Year," $43,449.00 "," 23,596,426.00 "
2014,Australia,38.3,1.72,7.23,17.08,Oceania,OECD,High income,Year," $43,449.00 "," 23,596,426.00 "
2014,Australia,33.3,,5.44,19.8,Oceania,OECD,High income,Year," $43,674.00 "," 23,474,668.00 "
2014,Australia,44.6,,11.55,13.1,Oceania,OECD,High income,Year," $43,674.00 "," 23,474,668.00 "
2014,Australia,33.7,,,,Oceania,OECD,High income,Year," $43,674.00 "," 23,474,668.00 "
2014,Australia,39,,,,Oceania,OECD,High income,Year," $43,674.00 "," 23,474,668.00 "
2014,Australia,48.3,,,,Oceania,OECD,High income,Year," $43,674.00 "," 23,474,668.00 "
2014,Australia,35.84,1.48,6.31,18.82,Oceania,OECD,High income,Year," $43,449.00 "," 23,596,426.00 "
2016,Australia,33,1.26,5.49,19.68,Oceania,OECD,High income,," $44,474.00 "," 24,262,710.00 "
1970,Austria,29.3,,5.38,21.1,Europe,OECD,High income,,," 7,516,239.00 "
1972,Austria,26.7,,,,Europe,OECD,High income,,," 7,581,117.00 "
1976,Austria,31.2,,5.79,20.2,Europe,OECD,High income,,," 7,640,749.00 "
1977,Austria,24.3,,,,Europe,OECD,High income,,," 7,636,576.00 "
1981,Austria,31.4,,5.85,20.2,Europe,OECD,High income,,," 7,604,513.00 "
1983,Austria,28,0.97,4.67,21,Europe,OECD,High income,Month,," 7,603,102.00 "
1983,Austria,34,1.3,6.81,17.9,Europe,OECD,High income,Month,," 7,603,102.00 "
1987,Austria,23,0.77,3.22,25.18,Europe,OECD,High income,Year,," 7,639,351.00 "
1987,Austria,22.7,0.75,3.25,25.29,Europe,OECD,High income,Year,," 7,639,351.00 "
1987,Austria,31.6,,5.64,20.4,Europe,OECD,High income,,," 7,639,352.00 "
1991,Austria,26.3,,,,Europe,OECD,High income,,32025," 7,772,701.00 "
1994,Austria,31.3,1.18,4.95,20.94,Europe,OECD,High income,Year,32918," 7,947,215.00 "
1994,Austria,28,0.99,4.28,22.59,Europe,OECD,High income,Year,32918," 7,947,215.00 "
1995,Austria,30.4,1.08,5.12,20.56,Europe,OECD,High income,Year,33615," 7,990,113.00 "
1995,Austria,27.7,0.94,4.43,22.07,Europe,OECD,High income,Year,33615," 7,990,113.00 "
1995,Austria,27,0.96,4,23,Europe,OECD,High income,Year,33615," 7,990,113.00 "
1996,Austria,26,0.91,3.89,23,Europe,OECD,High income,Year,34286," 8,017,852.00 "
1997,Austria,30.2,1.1,4.71,21.36,Europe,OECD,High income,Year,34938," 8,032,873.00 "
1997,Austria,26.6,0.91,3.96,23.17,Europe,OECD,High income,Year,34938," 8,032,873.00 "
1997,Austria,25,0.8,3.5,25,Europe,OECD,High income,Year,34938," 8,032,873.00 "
1998,Austria,24,0.8,3.4,25,Europe,OECD,High income,Year,36152," 8,041,054.00 "
1999,Austria,26,0.96,3.89,23,Europe,OECD,High income,Year,37391," 8,051,116.00 "
2000,Austria,28.9,1.03,4.36,22.02,Europe,OECD,High income,Year,38567," 8,069,276.00 "
